transactionids,items,quantity
18848,Pretzels and Cheese Dip,1
97258,Nordic Blonde,5
82991,French Onion Soup,4
82991,French Onion Soup,3
82991,Dottie Seattle Lager,2
80762,Guacamole and Chips,1
80762,Pretzels and Cheese Dip,5
40279,Kale Salad,1
40279,Mediterranean Hummus,1
25880,Spinach and Artichoke Dip,1
19227,Fries,1
19227,Fries,2
19227,Nordic Blonde,5
67305,Akari Shogun American Wheat Ale,2
67762,Sweet Potato Fries,5
67762,Midwest Charm Farmhouse Ale,5
67762,Midwest Charm Farmhouse Ale,3
32187,Boxer Light,1
32187,Akari Shogun American Wheat Ale,2
32187,Pretzels and Cheese Dip,2
20957,Agent a Deux,2
13534,Crab Cakes,3
19883,Midwest Charm Farmhouse Ale,3
25029,French Onion Soup,5
13210,Smooth Operator,1
13210,Cape Cod Red,2
13210,Guacamole and Chips,5
85745,Capital Trail Pale Ale,5
84574,Agent a Deux,3
21738,Hamburger,5
21738,Occidental Altbier,3
21738,Pretzels and Cheese Dip,3
70714,Dottie Seattle Lager,2
70714,KSA,4
70714,Boneless Wings,4
87102,Kale Salad,3
83092,Guacamole and Chips,5
83092,Cape Cod Red,3
83092,Jack Pine Savage,4
83136,Red Mountain Ale,5
83136,Sweet Potato Fries,1
57099,Cape Cod Red,2
57099,Milk Mustachio Stout,2
57099,Milk Mustachio Stout,4
61820,Redband Stout,2
61820,Sweet Potato Fries,5
61820,Jack Stout,5
54844,Jack the Sipper,1
54844,Dottie Seattle Lager,1
54844,La Frontera Premium IPA,1
33508,Paleo IPA,1
20573,Milk Mustachio Stout,3
20573,Osiris Pale Ale,4
20573,Red Water Irish Style Red,3
21234,Alaskan Amber,3
21234,Coconut Shrimp,3
68756,Agent a Deux,5
68756,Cheese Pizza,1
68756,Cheese Pizza,1
10856,Smooth Operator,4
10856,Boneless Wings,1
10856,Boy King,3
80757,Snaggletooth Double Pale Ale,3
80757,Coleslaw,3
70889,Foreman,2
70889,Ahi Tune Bruschetta,3
44324,Nooner,5
44324,Nooner,1
44324,Elder Betty,4
55710,Pale Dog,3
55710,Jack Pine Savage,2
55710,Milkshake Stout,3
66914,Cheese Pizza,1
66914,Nonstop Hef Hop,3
66914,Grilled Chicken Quesadilla,2
54580,Abigale,5
54580,Abigale,4
54580,Foreman,1
36462,Milkshake Stout,5
36462,Capital Trail Pale Ale,1
92316,Fried Calamari,3
92316,House Salad,2
76363,Pale Dog,4
76363,Gran Met,1
32585,Yellowfun Tempura Bites,5
32585,Pale Dog,5
61683,Might As Well IPL,1
61683,Chicken Taco,1
19062,Boneless Wings,2
19062,Boneless Wings,4
19062,Onion Rings,2
57208,Yellowstone Golden Ale,2
57208,Gose,4
88688,Mediterranean Hummus,4
88688,French Onion Soup,4
53715,Alaskan Amber,5
53715,Boy King,5
53715,Alaskan Amber,3
26165,Yellow Collar,1
26165,Boxer Ice,3
60744,Grilled Chicken Quesadilla,2
95042,Coleslaw,3
60961,Grilled Cheese Trio,1
60961,Occidental Altbier,3
60961,Graham Cracker Porter,2
27602,Osiris Pale Ale,3
27602,Coleslaw,1
27602,Yellowstone Golden Ale,4
30806,Pretzels and Cheese Dip,4
34423,Yellowfun Tempura Bites,1
75997,Smooth Operator,3
97414,Agent a Deux,2
97414,KSA,5
87133,Boneless Wings,3
50783,Red Mountain Ale,1
50783,Coconut Shrimp,4
84912,Cheese Pizza,1
63544,Mediterranean Hummus,5
63544,Mediterranean Hummus,2
63544,Grilled Chicken Quesadilla,1
75669,Spinach and Artichoke Dip,2
75669,Dolores River Pale Ale,3
42652,Spinach and Artichoke Dip,2
42652,Capital Trail Pale Ale,4
42270,Spinach and Artichoke Dip,3
42270,Spinach and Artichoke Dip,4
42270,Spinach and Artichoke Dip,1
42707,Caesar Salad,2
42707,Caesar Salad,4
42707,Jack Pine Savage,3
44613,Red Mountain Ale,2
44613,Firefly Amber Ale,3
44613,Red Mountain Ale,3
71884,Elder Betty,2
43758,Milk Mustachio Stout,5
43758,Milk Mustachio Stout,4
43758,Boneless Wings,3
71914,Beef Taco,3
71914,Osiris Pale Ale,4
62724,Crab Cakes,3
62724,Paleo IPA,2
62724,Mediterranean Hummus,3
66138,Bozone Hefe Weizen,2
66138,Caesar Salad,2
16711,Ahi Tune Bruschetta,2
16711,Alaskan Amber,5
16711,Graham Cracker Porter,1
90047,Boxer Light,5
90047,Abigale,1
90047,Cheese Pizza,2
85866,Cant Dog Imperial Pale Ale,1
85866,Cant Dog Imperial Pale Ale,4
85866,Smooth Operator,1
42743,Spinach and Artichoke Dip,3
42743,Coleslaw,3
98841,Fort Pitt Ale,5
98841,Fort Pitt Ale,3
53920,El Steinber Dark Lager,3
14665,Dottie Seattle Lager,2
14665,Fries,2
38914,Oberon,4
63709,Yeti  Imperial Stout,5
13462,Nonstop Hef Hop,2
13462,Cheese Pizza,5
13462,House Salad,1
71992,Kreamed Corn,4
71992,Mozarella Sticks,1
71992,Fort Pitt Ale,4
30174,Fort Pitt Ale,5
45163,Milk Mustachio Stout,2
45163,Yellow Collar,4
45163,Nooner,1
44766,Jade,2
85661,Snake Dog IPA,3
85661,Boy King,3
41634,Bozone Hefe Weizen,3
41634,Snaggletooth Double Pale Ale,1
41634,Snaggletooth Double Pale Ale,4
95236,Onion Rings,5
95236,Cheese Pizza,4
95236,Agave Wheat,2
94934,Boy King,4
94934,Jack the Sipper,4
53517,Midwest Charm Farmhouse Ale,4
53517,Midwest Charm Farmhouse Ale,4
53517,Fort Pitt Ale,3
86252,Red Mountain Ale,2
89684,Elder Betty,2
89684,Elder Betty,1
89684,Abigale,2
96390,Kreamed Corn,3
96390,Midwest Charm Farmhouse Ale,3
48921,Gose,5
48921,Agave Wheat,4
48921,Snaggletooth Double Pale Ale,2
63431,House Salad,2
63431,Nordskye ,2
62433,Jade,2
61058,Coconut Shrimp,3
61058,Snake Dog IPA,3
20456,Redband Stout,4
20456,Kreamed Corn,4
20456,Yeti  Imperial Stout,3
22824,Agave Wheat,5
22824,Nooner,1
22824,El Rojo,2
95174,Onion Rings,3
32155,French Onion Soup,5
32155,Alaskan Amber,2
44807,Gossamer Golden Ale,4
44807,Grilled Cheese Trio,1
44807,Nordic Blonde,1
65562,Fries,4
65562,Foreman,5
81711,Smoky Wheat,1
81711,Gossamer Golden Ale,3
14148,Kreamed Corn,5
26695,Snake Dog IPA,1
12768,Grilled Chicken Quesadilla,3
12768,Cheese Pizza,1
64394,Pulled Pork Sliders,4
64394,Jack's Hard Cider,3
64394,Chips and Salsa,3
12714,Snaggletooth Double Pale Ale,5
51425,Spinach and Artichoke Dip,4
60467,Snake Dog IPA,4
12182,Chicken Tortilla Soup,5
12182,Snaggletooth Double Pale Ale,4
44152,Grilled Cheese Trio,5
30393,Chicken Taco,4
30393,Graham Cracker Porter,3
71993,Buffalo Wings,3
71993,Cape Cod Red,3
21448,Firefly Amber Ale,2
21448,Guacamole and Chips,1
21448,Guacamole and Chips,3
39510,Nooner,4
65765,Grilled Cheese Trio,5
70093,French Onion Soup,5
70093,Jack's Hard Cider,5
70093,Might As Well IPL,2
99273,Forest Fire Imperial Smoked Rye,3
99273,Snaggletooth Double Pale Ale,1
99273,Spinach and Artichoke Dip,5
18490,Ahi Tune Bruschetta,4
52052,Boy King,5
52052,Boxer Ice,2
95389,Chicken Taco,2
95389,Forest Fire Imperial Smoked Rye,3
95389,Gossamer Golden Ale,1
77063,Tomato Basil Soup,2
77063,Tomato Basil Soup,3
77063,Yellowstone Golden Ale,1
73905,Jack Pine Savage,4
73905,Chips and Salsa,2
28554,Fire Eagle IPA,3
28554,Fire Eagle IPA,3
28554,Cheese Pizza,5
50994,Cheese Pizza,5
15667,Ahi Tune Bruschetta,5
23564,Fire Eagle IPA,3
23564,Jack Stout,3
23564,Fire Eagle IPA,4
67208,Crab Cakes,3
88203,Guacamole and Chips,4
88203,Snake Dog IPA,4
82112,Dos Pistolas,1
82112,Dos Pistolas,3
82112,Nooner,1
95674,Doomtree,3
95674,Foreman,1
95674,Caesar Salad,1
91028,Mozarella Sticks,5
91028,Bozone Hefe Weizen,3
90729,Boneless Wings,3
90729,Cant Dog Imperial Pale Ale,4
90729,Redacted Rye IPA,3
30777,Gossamer Golden Ale,2
30777,Capital Trail Pale Ale,5
30777,Gossamer Golden Ale,3
70450,Gran Met,1
13601,Snaggletooth Double Pale Ale,3
35088,Gran Met,5
35088,Cheese Pizza,5
35088,Gran Met,5
23753,Redband Stout,3
23753,Agent a Deux,5
23753,Cheese Pizza,2
51249,Snake Dog IPA,1
51249,Nooner,3
51249,Snake Dog IPA,3
10275,Akari Shogun American Wheat Ale,5
10275,Redband Stout,2
43615,Jack's Hard Cider,1
43615,Red Water Irish Style Red,5
55863,Nordskye ,4
55863,Coleslaw,4
47886,Alaskan Amber,5
47886,Jade,1
47886,Yellowstone Golden Ale,1
27673,Hamburger,2
58920,Cape Cod Red,5
58920,Smoky Wheat,5
58920,Jade,2
24871,Agent a Deux,5
28952,Sweet Potato Fries,4
28952,Boneless Wings,1
28952,Redband Stout,4
63412,Hamburger,3
63412,Midwest Charm Farmhouse Ale,4
63412,Cheeseburger,1
30681,Guacamole and Chips,3
30821,Agent a Deux,2
30821,Agent a Deux,3
14099,Midnight Ryder,3
14099,Gossamer Golden Ale,1
14099,Gossamer Golden Ale,4
40415,Garlic Bread,2
40415,Boneless Wings,2
40415,Boneless Wings,5
96428,Agent a Deux,2
96428,Alaskan Amber,5
96428,Mediterranean Hummus,2
43831,Nooner,1
24122,Coconut Shrimp,5
24122,Grilled Chicken Quesadilla,2
24122,Onion Rings,4
56462,Beef Taco,2
56462,Boneless Wings,4
24264,Caesar Salad,3
22356,Nordskye ,3
22356,Boy King,4
22356,Fort Pitt Ale,3
16490,Yellowstone Golden Ale,3
16490,Red Mountain Ale,4
45837,Jack the Sipper,3
41574,Redband Stout,2
41574,Grilled Cheese Trio,3
21991,Guacamole and Chips,1
12738,Grilled Chicken Quesadilla,3
12738,Element 29,4
12738,Grilled Chicken Quesadilla,1
97047,Midwest Charm Farmhouse Ale,3
97047,Paleo IPA,3
97047,Paleo IPA,3
17690,Fire Eagle IPA,2
11704,Pale Dog,4
11704,Boxer Light,1
11704,Pale Dog,5
81763,Onion Rings,3
81763,Oberon,4
64611,Milkshake Stout,3
64611,Midnight Ryder,2
64611,Jade,4
66634,Milk Mustachio Stout,2
66634,Milk Mustachio Stout,3
66634,Beef Taco,3
28927,Onion Rings,1
28927,Lobster Bisque,2
62927,KSA,5
21839,Yeti  Imperial Stout,4
49135,Tomato Basil Soup,3
65811,Chips and Salsa,4
65811,Pale Dog,2
65811,Boy King,3
17620,Red Water Irish Style Red,2
17620,Boxer Light,1
17620,Boxer Light,4
89759,Pretzels and Cheese Dip,2
55198,Jack the Sipper,1
84004,Midwest Charm Farmhouse Ale,1
78287,Spinach and Artichoke Dip,4
43245,Midnight Ryder,5
43245,Fries,3
43245,Dos Pistolas,4
50325,Jack the Sipper,5
50325,Onion Rings,1
50325,Onion Rings,5
88949,Yellow Wolf Imperial IPA,4
82562,Mozarella Sticks,1
82562,Mozarella Sticks,2
82562,Milk Mustachio Stout,5
51656,Chips and Salsa,4
51656,Might As Well IPL,5
51178,Gose,3
51178,Redband Stout,5
51178,Mediterranean Hummus,1
53060,Chips and Salsa,2
53060,Red Water Irish Style Red,1
53060,Chips and Salsa,4
55753,Agent a Deux,1
55753,Cheeseburger,1
55753,Agent a Deux,4
76714,Fried Calamari,5
74463,Fries,5
54854,Garlic Bread,2
67588,Gossamer Golden Ale,1
67588,Boxer Light,1
76168,Cheeseburger,5
70419,La Frontera Premium IPA,3
70419,La Frontera Premium IPA,2
50357,Boneless Wings,4
50357,Dottie Seattle Lager,2
93676,Kale Salad,5
93676,Akari Shogun American Wheat Ale,2
21573,Smooth Operator,3
21573,Snake Dog IPA,2
21573,Gossamer Golden Ale,2
60287,El Rojo,3
60287,El Rojo,3
80030,Gossamer Golden Ale,4
80030,Jack's Hard Cider,4
80030,Might As Well IPL,4
69973,French Onion Soup,3
69973,Red Water Irish Style Red,2
69973,Mediterranean Hummus,3
36158,La Ferme Urbaine Farmhouse Ale,3
36158,Chicken Tortilla Soup,1
36158,Nonstop Hef Hop,5
95860,Bozone Hefe Weizen,2
95860,Snaggletooth Double Pale Ale,3
95860,Snaggletooth Double Pale Ale,5
36853,Chicken Tortilla Soup,1
63882,Cant Dog Imperial Pale Ale,1
63882,Cant Dog Imperial Pale Ale,2
77552,Grilled Cheese Trio,5
77552,Canyon Cream Ale,1
63990,Agave Wheat,4
63990,Crab Cakes,2
96367,Spinach and Artichoke Dip,2
54419,Gran Met,5
32735,Kreamed Corn,4
32735,Fire Eagle IPA,2
69029,Chicken Taco,4
69029,Gran Met,3
69029,Cheeseburger,3
10623,Abigale,3
10623,Abigale,3
85965,Canyon Cream Ale,5
85965,Midnight Ryder,4
46565,Firefly Amber Ale,3
46565,Firefly Amber Ale,4
51965,Smooth Operator,5
51965,Cape Cod Red,2
33892,Fries,1
28101,Dottie Seattle Lager,2
26439,Nooner,5
93293,Gose,4
93293,Gose,1
66527,Firefly Amber Ale,3
12320,Snake Dog IPA,4
12320,Snake Dog IPA,1
16927,Pretzels and Cheese Dip,3
16927,Hamburger,1
84832,Gran Met,1
84832,Lobster Bisque,5
82222,Pretzels and Cheese Dip,1
82222,Paleo IPA,1
38682,Graham Cracker Porter,1
61672,El Steinber Dark Lager,4
28590,Buffalo Wings,4
11140,Pulled Pork Sliders,3
11140,Jack's Hard Cider,3
11140,Pulled Pork Sliders,3
66678,Elder Betty,3
66678,Nordskye ,1
22977,Alaskan Amber,1
22977,Nooner,4
22977,Nooner,4
20333,Bozone Hefe Weizen,4
20333,Yellow Collar,3
89022,Pretzels and Cheese Dip,2
89022,Nooner,2
23606,Dolores River Pale Ale,2
23606,Ahi Tune Bruschetta,3
25371,Akari Shogun American Wheat Ale,2
25371,Grilled Chicken Quesadilla,2
25371,Midwest Charm Farmhouse Ale,2
63887,Kale Salad,5
63887,Nooner,4
63887,Midnight Ryder,3
55623,Akari Shogun American Wheat Ale,2
55623,Smooth Operator,5
55623,Akari Shogun American Wheat Ale,1
60174,Yeti  Imperial Stout,2
60174,Hamburger,1
81613,Boy King,5
81613,Tomato Basil Soup,1
25927,Firefly Amber Ale,1
25927,La Frontera Premium IPA,2
75243,Chips and Salsa,5
14879,Forest Fire Imperial Smoked Rye,4
14879,Paleo IPA,2
92323,Yeti  Imperial Stout,3
82631,Bozone Hefe Weizen,2
82631,House Salad,5
82631,Chips and Salsa,5
21824,Guacamole and Chips,5
39400,Yellowfun Tempura Bites,4
39400,Osiris Pale Ale,5
39400,Osiris Pale Ale,2
83947,Crab Cakes,5
83947,Yellow Collar,1
50315,Nordic Blonde,5
58382,KSA,1
89603,Milk Mustachio Stout,1
64692,Boneless Wings,5
64692,Boneless Wings,1
31033,Pale Dog,5
31033,Bozone Hefe Weizen,4
23629,Akari Shogun American Wheat Ale,1
23629,Midnight Ryder,5
12148,Milkshake Stout,2
33610,La Frontera Premium IPA,4
25603,Chicken Tortilla Soup,1
25603,Redacted Rye IPA,1
52462,Yellow Wolf Imperial IPA,4
52462,Gose,3
52462,Jade,2
16324,Caesar Salad,3
83514,Cant Dog Imperial Pale Ale,1
83514,Yellow Collar,2
83514,Foreman,2
92700,Cheeseburger,4
92700,Dolores River Pale Ale,3
92700,El Rojo,2
92276,Smooth Operator,4
92276,Gran Met,5
79713,Chicken Tortilla Soup,4
79713,Firefly Amber Ale,4
79713,Firefly Amber Ale,2
96423,Fort Pitt Ale,3
29721,Occidental Altbier,2
29721,Milk Mustachio Stout,2
81775,Pulled Pork Sliders,4
44164,Jade,4
44164,Boxer Ice,1
44164,Hamburger,2
47708,Boxer Light,4
77052,Chicken Taco,3
77052,Onion Rings,5
83652,Gossamer Golden Ale,3
31015,Foreman,5
31015,Gossamer Golden Ale,2
17463,Osiris Pale Ale,2
17463,Element 29,5
17463,Midwest Charm Farmhouse Ale,3
32786,Agave Wheat,4
32786,Agave Wheat,2
59850,Cape Cod Red,3
59850,Jack the Sipper,2
59850,Caesar Salad,3
63070,Boxer Ice,4
63070,Agave Wheat,1
90597,Paleo IPA,5
21100,Spinach and Artichoke Dip,4
21100,Might As Well IPL,2
21100,Graham Cracker Porter,4
97843,Pretzels and Cheese Dip,4
22416,Spinach and Artichoke Dip,2
22416,Snaggletooth Double Pale Ale,5
22416,Spinach and Artichoke Dip,1
35981,Guacamole and Chips,3
88052,Capital Trail Pale Ale,5
88052,House Salad,5
88052,Nordskye ,1
61284,Pulled Pork Sliders,5
61284,Pulled Pork Sliders,5
28251,Mozarella Sticks,1
28251,Mozarella Sticks,4
38246,Fried Calamari,5
38246,Pretzels and Cheese Dip,2
38246,Garlic Bread,1
21423,KSA,4
21423,Cant Dog Imperial Pale Ale,1
21423,Kreamed Corn,2
27877,Capital Gold Golden Lager,4
27877,Beef Taco,2
27877,Beef Taco,4
97580,Dolores River Pale Ale,3
97580,Dolores River Pale Ale,4
97580,Gran Met,4
76941,Jack the Sipper,3
76941,Doomtree,3
76941,Jack the Sipper,5
23568,Yellowstone Golden Ale,2
23568,Alaskan Amber,4
23568,Alaskan Amber,2
30571,Grilled Chicken Quesadilla,1
30571,Dolores River Pale Ale,1
41250,Smoky Wheat,1
41250,Boneless Wings,1
41250,Yeti  Imperial Stout,3
63167,Fort Pitt Ale,1
63167,Elder Betty,1
46573,Snaggletooth Double Pale Ale,5
46573,Smooth Operator,2
36599,Nonstop Hef Hop,5
36599,Cape Cod Red,5
36599,Chicken Tortilla Soup,3
36850,Nonstop Hef Hop,4
36850,Nonstop Hef Hop,4
21739,Foreman,3
21739,Pretzels and Cheese Dip,3
21739,Dottie Seattle Lager,2
90974,Agent a Deux,4
90974,Dottie Seattle Lager,3
90974,Agent a Deux,4
15161,Boxer Light,1
15161,Gossamer Golden Ale,3
15161,Pulled Pork Sliders,2
73412,Dolores River Pale Ale,3
73412,Fried Calamari,2
26951,Lobster Bisque,5
26951,Snake Dog IPA,3
61412,Red Water Irish Style Red,1
61412,French Onion Soup,5
61412,French Onion Soup,4
84460,Pulled Pork Sliders,2
84460,Capital Gold Golden Lager,3
92240,El Steinber Dark Lager,1
92240,El Steinber Dark Lager,5
94301,KSA,3
94301,Gose,4
40366,La Frontera Premium IPA,4
40366,Nordskye ,5
80800,Snake Dog IPA,3
80800,Snake Dog IPA,4
66592,Spinach and Artichoke Dip,2
66592,Spinach and Artichoke Dip,1
61093,Grilled Cheese Trio,2
61093,Jack's Hard Cider,2
61093,Chips and Salsa,4
73371,Cape Cod Red,1
73371,Cape Cod Red,4
98547,Midnight Ryder,5
35985,Nooner,2
13329,Nordskye ,3
46109,Nordskye ,4
74865,KSA,4
59165,Chicken Taco,5
59165,Jack Stout,3
69582,Snake Dog IPA,2
69582,Boneless Wings,3
69582,Fried Calamari,1
61594,KSA,3
87254,Pulled Pork Sliders,2
87254,Pulled Pork Sliders,4
87254,Dottie Seattle Lager,1
71402,Boneless Wings,1
71402,Midnight Ryder,4
71402,Gran Met,1
42618,Fort Pitt Ale,1
42618,Fort Pitt Ale,4
55205,Agave Wheat,3
55205,Nordskye ,2
46728,Cheese Pizza,2
46728,Canyon Cream Ale,4
41205,Kale Salad,2
41205,Elder Betty,3
41205,Cape Cod Red,1
19107,Abigale,3
19107,Pale Dog,5
17154,Cheese Pizza,2
17154,Kreamed Corn,5
22334,Red Mountain Ale,4
22334,Cheeseburger,1
77256,Bozone Hefe Weizen,2
77256,Mozarella Sticks,1
77256,Chicken Taco,2
14237,Caesar Salad,1
81015,House Salad,4
81015,Yellow Wolf Imperial IPA,3
70495,Capital Trail Pale Ale,3
86992,KSA,3
78183,Doomtree,4
50970,Ahi Tune Bruschetta,1
50970,Boy King,2
50970,Pretzels and Cheese Dip,2
16045,Oberon,2
16480,Dolores River Pale Ale,2
16480,Agave Wheat,5
94291,Paleo IPA,5
23381,Forest Fire Imperial Smoked Rye,2
23381,Jack's Hard Cider,1
93802,Kreamed Corn,3
93802,Sweet Potato Fries,2
93802,La Frontera Premium IPA,5
98831,Osiris Pale Ale,1
98831,Osiris Pale Ale,1
98831,Buffalo Wings,2
86101,Dottie Seattle Lager,2
86101,Milk Mustachio Stout,2
86101,Snaggletooth Double Pale Ale,4
16502,Jack Stout,4
16502,Jade,3
54472,Nordic Blonde,5
54472,Nordic Blonde,1
27146,Boneless Wings,4
35691,El Steinber Dark Lager,5
35691,Crab Cakes,3
35691,Crab Cakes,1
85350,Jack's Hard Cider,2
30123,Beef Taco,1
30123,El Rojo,1
56369,Nooner,5
56369,Snake Dog IPA,1
70079,Akari Shogun American Wheat Ale,4
10059,Sweet Potato Fries,5
86320,Dos Pistolas,5
86320,Dos Pistolas,3
56161,Akari Shogun American Wheat Ale,5
71832,Abigale,4
71832,Redacted Rye IPA,4
71832,Abigale,3
89116,Kreamed Corn,5
89116,Midwest Charm Farmhouse Ale,2
72925,Nooner,5
87128,Akari Shogun American Wheat Ale,5
87128,Abigale,4
53412,Boxer Ice,3
53412,Yellowfun Tempura Bites,5
53412,Boxer Ice,2
27949,House Salad,4
48494,Chips and Salsa,1
86005,Smoky Wheat,2
45753,Fire Eagle IPA,3
45753,Yellow Wolf Imperial IPA,1
45753,Nonstop Hef Hop,4
50804,Agave Wheat,2
66367,Milkshake Stout,4
37341,Dos Pistolas,5
37341,Boxer Light,4
37341,Chips and Salsa,4
48316,House Salad,2
48316,Coconut Shrimp,5
80146,Oberon,2
23149,Midnight Ryder,1
90566,Oberon,2
47493,Grilled Chicken Quesadilla,5
47493,Mozarella Sticks,4
15892,Smoky Wheat,4
15892,Midnight Ryder,5
15892,Midnight Ryder,2
87866,Beef Taco,3
87866,Caesar Salad,1
87866,Foreman,3
78927,Kale Salad,5
78927,Snake Dog IPA,5
68857,Caesar Salad,4
68857,Pale Dog,4
68857,Yellowfun Tempura Bites,3
12211,El Steinber Dark Lager,5
92340,Nachos,4
92340,Nachos,3
92340,Nachos,3
15762,Doomtree,2
15762,Doomtree,3
15762,Gossamer Golden Ale,2
91753,Pale Dog,2
70384,Mediterranean Hummus,1
28017,Graham Cracker Porter,3
10465,Coleslaw,5
53688,Gose,3
53688,Yellow Wolf Imperial IPA,4
10988,Bozone Hefe Weizen,3
10988,Cheeseburger,2
86674,Boxer Ice,3
86674,Buffalo Wings,4
86674,Caesar Salad,2
94079,Red Water Irish Style Red,4
30411,Coleslaw,3
30411,Coleslaw,5
30411,Grilled Cheese Trio,1
31508,Cheese Pizza,1
70360,Milkshake Stout,2
70360,French Onion Soup,3
70360,Milkshake Stout,2
12217,Nachos,2
81271,Pretzels and Cheese Dip,2
59379,La Frontera Premium IPA,3
74927,Doomtree,4
90399,Grilled Cheese Trio,5
90399,Ahi Tune Bruschetta,5
97640,Milkshake Stout,3
97640,Smooth Operator,1
22702,Milk Mustachio Stout,1
70655,Capital Gold Golden Lager,2
75775,House Salad,4
39062,Mozarella Sticks,1
39062,Oberon,2
39062,Alaskan Amber,4
99264,Boxer Light,2
98372,Kale Salad,1
98372,Akari Shogun American Wheat Ale,5
98372,Kale Salad,4
20122,Buffalo Wings,1
20122,Cheeseburger,4
26545,Graham Cracker Porter,2
84878,Coconut Shrimp,1
84878,Gossamer Golden Ale,4
84878,Fort Pitt Ale,5
87888,Oberon,4
89569,Snake Dog IPA,2
89569,Jade,1
29132,Cheeseburger,4
89217,Chicken Tortilla Soup,3
36810,Midnight Ryder,2
36810,Cheese Pizza,5
36810,La Ferme Urbaine Farmhouse Ale,2
42984,Paleo IPA,1
36026,Oberon,4
36026,Nordic Blonde,2
36026,Nordic Blonde,2
73863,La Ferme Urbaine Farmhouse Ale,1
73863,Agent a Deux,2
73863,Redband Stout,4
71260,Jack the Sipper,3
14458,Akari Shogun American Wheat Ale,2
57647,Gossamer Golden Ale,2
57647,Gossamer Golden Ale,2
68896,Boxer Light,3
68896,Capital Trail Pale Ale,2
68896,Bozone Hefe Weizen,3
39981,Agave Wheat,5
78371,Nordskye ,1
78371,Ahi Tune Bruschetta,3
78371,Elder Betty,2
90554,Capital Trail Pale Ale,5
90554,Capital Trail Pale Ale,5
90554,Jack Pine Savage,4
67954,Gran Met,4
67954,Smooth Operator,3
67954,Cape Cod Red,2
62597,Canyon Cream Ale,1
87181,Cheeseburger,3
33749,Jack's Hard Cider,1
33749,Jack Pine Savage,2
33749,Milk Mustachio Stout,3
69074,Dolores River Pale Ale,2
69074,Onion Rings,1
68735,Elder Betty,3
82513,Nordic Blonde,2
70849,Boneless Wings,1
52340,Chicken Tortilla Soup,2
52340,Garlic Bread,5
52340,Sweet Potato Fries,3
98834,French Onion Soup,5
98834,Nordic Blonde,4
98834,El Rojo,5
30065,Paleo IPA,2
30065,Cheese Pizza,3
30065,Gran Met,4
13862,Fries,1
13862,Canyon Cream Ale,1
43036,Yellow Wolf Imperial IPA,5
43036,Red Water Irish Style Red,3
43036,Red Water Irish Style Red,5
47516,Yeti  Imperial Stout,5
53505,Fire Eagle IPA,4
69737,KSA,4
69737,Boxer Light,1
69737,Abigale,3
71748,Pulled Pork Sliders,1
82755,Beef Taco,4
82755,Jack's Hard Cider,4
82755,Forest Fire Imperial Smoked Rye,2
30621,Chicken Taco,4
31180,Crab Cakes,1
56013,Alaskan Amber,5
23931,Tomato Basil Soup,3
87351,Boxer Light,3
87351,Grilled Cheese Trio,5
87351,Coleslaw,4
82711,Capital Trail Pale Ale,1
69984,Dottie Seattle Lager,5
69946,Yeti  Imperial Stout,5
69946,Yeti  Imperial Stout,3
14038,Gossamer Golden Ale,2
14038,Fort Pitt Ale,5
40750,Yellowstone Golden Ale,5
22270,Milk Mustachio Stout,2
22270,Nachos,1
75390,Snake Dog IPA,5
67441,La Ferme Urbaine Farmhouse Ale,5
60869,Nordic Blonde,5
60869,Boneless Wings,3
52883,Dos Pistolas,1
52883,Garlic Bread,2
20838,Bozone Hefe Weizen,1
20838,Pale Dog,4
20838,Bozone Hefe Weizen,4
31057,Sweet Potato Fries,1
31057,Element 29,1
31057,Element 29,2
93233,Cheeseburger,4
93233,Elder Betty,2
93233,Nonstop Hef Hop,3
32149,Fire Eagle IPA,2
32149,Cheese Pizza,2
32149,Boxer Light,4
32833,Bozone Hefe Weizen,4
32833,Cheeseburger,1
32833,Bozone Hefe Weizen,1
27501,Kreamed Corn,3
27501,Ahi Tune Bruschetta,5
27501,Buffalo Wings,3
24995,La Frontera Premium IPA,4
28614,House Salad,2
28614,Coconut Shrimp,4
79367,Nonstop Hef Hop,4
79367,Nonstop Hef Hop,2
28222,Foreman,3
96089,Jade,2
42273,Milkshake Stout,1
42273,Agent a Deux,2
28435,House Salad,3
28435,Fort Pitt Ale,5
