transactionids,times,dates
72479,18:31,10-1-2016
60744,19:06,8-20-2016
42166,18:38,2-11-2016
56257,14:35,7-26-2016
41703,17:50,9-21-2016
43755,21:03,6-20-2016
88805,17:36,11-21-2016
73725,22:54,5-25-2016
53933,14:11,7-13-2016
73695,17:57,10-19-2016
33412,18:14,9-4-2016
54792,23:44,4-10-2016
21126,20:56,7-16-2016
69928,19:13,3-24-2016
33005,16:40,10-2-2016
55624,14:25,2-8-2016
45120,19:26,9-8-2016
86677,18:31,6-4-2016
38436,17:42,12-8-2016
74064,17:52,6-2-2016
81835,14:59,6-16-2016
64283,14:09,8-11-2016
44801,22:48,5-2-2016
41480,15:59,11-7-2016
84897,18:43,1-17-2016
34661,20:12,5-26-2016
71309,19:54,1-15-2016
35897,15:23,5-28-2016
87254,22:05,5-24-2016
98758,16:08,12-28-2016
16923,20:19,9-8-2016
72701,19:55,5-20-2016
92311,17:18,2-25-2016
82601,19:31,6-25-2016
23704,16:28,3-27-2016
83043,17:10,7-21-2016
17006,14:35,3-21-2016
59948,21:45,11-17-2016
67455,20:50,6-16-2016
75454,19:55,2-8-2016
13468,18:16,4-1-2016
48146,23:58,9-19-2016
89667,21:21,5-5-2016
23964,23:40,11-28-2016
68735,20:51,5-21-2016
59526,16:13,10-25-2016
55600,21:30,5-21-2016
55127,22:54,8-26-2016
92508,17:23,6-10-2016
27552,17:52,11-5-2016
85293,17:47,8-4-2016
50431,16:46,3-15-2016
95215,20:50,8-6-2016
77628,23:57,8-24-2016
68411,15:48,9-28-2016
22334,17:48,6-18-2016
58776,21:23,8-6-2016
24804,19:21,5-22-2016
17674,20:55,11-11-2016
48390,17:16,8-3-2016
64992,17:21,8-26-2016
19459,14:07,2-10-2016
27838,18:41,2-24-2016
63926,22:47,8-22-2016
45645,21:01,12-25-2016
92495,15:28,5-17-2016
17117,15:13,7-17-2016
36112,14:11,3-21-2016
33701,21:44,5-8-2016
83463,15:59,9-24-2016
85065,18:04,6-27-2016
18610,22:49,8-14-2016
16876,17:35,9-27-2016
35195,14:23,7-4-2016
82985,17:15,11-9-2016
11746,21:39,1-19-2016
28672,21:47,12-7-2016
25228,16:11,10-4-2016
53553,20:44,8-12-2016
75837,22:18,1-3-2016
84206,14:58,4-13-2016
91156,17:23,7-20-2016
49519,21:31,10-4-2016
80097,16:05,9-26-2016
49372,15:02,10-26-2016
92841,19:05,8-3-2016
25273,15:44,3-1-2016
63438,16:01,11-24-2016
26635,21:32,9-21-2016
54798,23:16,3-24-2016
25978,19:55,2-23-2016
94086,17:38,8-15-2016
88713,22:00,7-28-2016
40831,16:26,2-15-2016
28913,22:03,3-25-2016
78798,17:54,6-27-2016
43906,16:38,9-19-2016
66006,15:42,9-8-2016
62340,23:48,3-17-2016
59665,14:38,10-10-2016
47355,20:55,4-17-2016
27269,19:49,5-13-2016
24519,14:30,10-16-2016
34846,23:29,7-6-2016
13956,20:43,6-22-2016
50211,17:04,11-27-2016
91832,18:23,9-11-2016
73038,14:42,4-5-2016
28681,18:23,7-4-2016
74017,18:37,12-27-2016
63386,18:52,6-10-2016
67559,22:57,7-21-2016
67141,14:20,11-22-2016
59797,22:55,12-22-2016
42768,20:19,5-13-2016
30864,23:40,9-15-2016
49498,17:03,2-18-2016
90919,19:20,4-11-2016
86161,23:26,9-19-2016
84997,21:55,1-28-2016
35619,16:23,1-2-2016
49949,14:26,12-1-2016
62304,18:41,11-17-2016
27775,23:02,4-2-2016
48822,15:17,3-21-2016
27884,14:27,8-18-2016
96885,21:06,8-10-2016
55801,15:29,12-2-2016
53034,23:10,12-22-2016
67820,16:22,12-20-2016
86979,19:43,8-18-2016
33503,17:32,6-25-2016
35948,23:32,7-19-2016
40005,14:50,4-9-2016
87085,14:07,6-1-2016
75647,19:58,10-11-2016
75130,21:09,2-24-2016
19602,17:12,12-9-2016
68157,16:41,12-27-2016
44785,16:29,10-1-2016
48110,22:46,1-5-2016
28294,18:01,12-26-2016
93924,21:21,9-28-2016
66711,23:12,3-27-2016
20399,16:14,10-4-2016
24448,14:56,4-2-2016
39389,17:40,5-1-2016
38435,22:19,9-7-2016
65416,14:13,9-15-2016
74723,17:22,4-27-2016
47036,19:18,10-1-2016
17695,21:03,2-28-2016
76336,20:02,11-20-2016
36155,19:40,11-20-2016
93203,21:01,4-22-2016
45295,15:27,4-6-2016
77363,20:01,3-12-2016
98610,21:39,5-1-2016
68723,16:24,1-10-2016
73169,17:21,10-12-2016
84731,23:04,7-15-2016
62761,15:35,10-10-2016
50804,15:35,10-10-2016
24824,16:08,11-13-2016
66051,18:34,5-12-2016
90291,20:41,8-25-2016
45798,21:59,1-22-2016
78453,21:50,5-14-2016
88553,17:18,8-3-2016
36641,18:39,5-27-2016
59204,18:09,8-6-2016
40007,16:41,3-10-2016
20134,14:32,4-13-2016
56550,22:50,4-4-2016
76359,15:21,3-13-2016
24021,20:07,11-24-2016
94919,22:41,7-19-2016
16780,17:57,7-17-2016
38765,19:18,10-14-2016
46905,17:33,1-4-2016
21112,23:35,11-3-2016
23305,14:57,8-10-2016
88840,16:08,2-9-2016
90697,22:16,2-11-2016
49810,14:33,9-3-2016
92819,23:36,3-5-2016
16273,19:18,10-23-2016
85266,18:06,4-17-2016
47889,14:03,6-17-2016
50441,19:18,10-4-2016
82032,20:37,12-13-2016
81338,22:19,12-24-2016
42760,18:34,11-23-2016
86842,19:59,10-26-2016
67131,18:26,6-26-2016
93185,16:18,12-10-2016
71975,16:20,11-28-2016
46150,23:38,9-3-2016
75492,15:26,8-3-2016
39422,15:44,12-15-2016
12818,20:53,11-8-2016
53985,14:35,11-8-2016
41175,22:47,7-12-2016
22081,16:07,5-8-2016
17265,16:03,11-5-2016
98814,22:06,4-28-2016
24429,22:26,4-4-2016
29288,18:45,9-17-2016
10277,23:55,4-18-2016
49225,16:03,6-22-2016
63628,22:21,9-21-2016
27300,19:15,12-28-2016
43157,18:45,2-18-2016
44529,23:25,8-3-2016
12494,19:39,8-27-2016
61576,19:33,10-24-2016
72470,22:50,5-3-2016
81106,15:58,8-9-2016
33018,15:09,6-1-2016
51618,14:06,1-9-2016
95596,16:53,5-6-2016
94459,20:09,10-3-2016
66522,22:56,5-23-2016
79689,16:50,12-25-2016
80117,15:02,10-18-2016
94025,23:00,7-14-2016
71452,18:58,5-16-2016
45626,14:52,6-6-2016
67229,19:00,10-3-2016
31959,17:56,3-2-2016
24771,16:36,9-26-2016
16563,17:02,1-12-2016
63772,17:25,7-20-2016
56792,18:42,5-20-2016
92134,15:59,6-4-2016
67420,15:59,6-20-2016
39788,22:56,12-19-2016
53600,16:56,12-23-2016
51383,15:05,9-20-2016
66525,19:45,6-12-2016
62089,17:04,4-14-2016
86811,23:35,3-2-2016
88168,15:56,6-7-2016
64319,14:59,2-22-2016
82452,21:26,1-27-2016
47966,15:33,7-23-2016
46050,21:51,7-19-2016
11628,15:50,8-15-2016
37938,23:05,10-4-2016
71466,21:40,2-21-2016
65843,20:08,6-17-2016
38353,16:53,3-7-2016
52109,20:53,10-8-2016
12090,14:02,1-2-2016
60594,20:05,1-9-2016
64198,19:54,1-15-2016
60264,20:45,3-3-2016
53697,20:20,6-5-2016
57544,18:36,7-19-2016
14458,23:15,8-18-2016
78349,14:23,8-1-2016
45786,23:16,2-3-2016
43986,23:37,3-18-2016
60786,16:26,4-12-2016
24987,23:01,11-7-2016
39062,18:11,4-12-2016
58940,15:27,5-9-2016
77810,14:09,4-27-2016
19256,18:39,6-17-2016
29558,18:14,4-6-2016
28095,16:46,11-8-2016
77074,22:21,9-28-2016
83905,19:20,5-13-2016
54684,19:02,7-2-2016
39958,20:27,8-2-2016
93376,20:15,1-26-2016
58874,18:19,11-8-2016
62485,14:50,4-10-2016
96762,14:14,12-2-2016
84313,19:04,3-10-2016
40261,20:52,6-21-2016
64175,21:56,11-4-2016
59678,17:32,1-11-2016
57683,20:29,2-18-2016
52582,21:35,8-10-2016
39327,20:05,7-4-2016
32609,22:40,8-6-2016
86037,23:18,7-25-2016
88203,19:29,10-28-2016
70431,19:31,2-22-2016
63604,14:40,7-11-2016
59156,20:52,3-24-2016
31325,21:26,8-5-2016
83822,16:04,1-20-2016
28327,20:39,11-13-2016
44139,19:56,10-19-2016
21259,23:54,6-4-2016
31274,21:17,6-25-2016
10825,14:29,1-26-2016
99386,14:41,9-15-2016
12224,17:33,6-22-2016
20897,18:46,5-24-2016
72798,17:51,4-5-2016
94053,22:01,5-15-2016
14873,14:43,4-19-2016
93778,17:20,6-28-2016
71153,19:51,9-12-2016
57917,18:55,11-25-2016
24006,22:20,8-24-2016
78610,21:42,7-15-2016
70176,23:06,9-4-2016
55085,22:36,2-1-2016
32003,14:15,8-16-2016
89476,15:12,8-14-2016
46963,23:13,2-28-2016
57394,20:14,7-12-2016
42102,16:59,1-19-2016
50603,21:26,7-2-2016
67473,14:22,2-26-2016
84926,21:13,11-19-2016
86912,21:09,9-8-2016
78530,14:13,11-18-2016
41781,23:52,6-8-2016
36857,15:09,10-15-2016
16719,21:54,7-3-2016
47794,18:48,11-6-2016
44098,22:25,9-7-2016
98973,17:22,6-8-2016
77691,15:29,11-23-2016
60816,18:58,4-25-2016
60342,20:40,8-12-2016
99264,22:57,8-4-2016
46975,23:28,11-10-2016
55412,17:38,6-1-2016
70063,20:49,7-19-2016
54427,21:59,12-26-2016
31671,23:17,5-19-2016
49044,20:07,10-15-2016
76545,22:36,10-15-2016
46644,19:06,5-7-2016
39159,21:16,9-27-2016
85452,15:29,8-15-2016
75455,23:34,10-11-2016
97384,18:54,8-9-2016
27549,14:16,7-18-2016
23397,17:02,5-9-2016
55957,15:26,1-10-2016
78346,17:50,8-27-2016
94982,23:52,11-11-2016
60021,22:06,5-23-2016
73059,19:21,10-3-2016
24395,19:38,8-22-2016
40619,19:34,12-16-2016
76656,16:09,5-19-2016
89663,21:42,8-15-2016
76639,19:39,7-13-2016
52477,20:44,4-24-2016
50686,19:43,8-1-2016
30531,18:37,9-13-2016
71738,23:35,11-28-2016
64772,17:27,11-20-2016
67513,14:55,6-15-2016
89710,23:47,6-3-2016
73562,17:34,5-13-2016
46417,15:38,4-15-2016
61303,22:46,8-25-2016
68248,19:29,7-26-2016
45291,14:44,12-16-2016
66901,16:23,10-27-2016
53688,19:38,9-13-2016
85331,19:36,11-14-2016
15191,17:16,12-13-2016
53444,14:02,9-9-2016
39346,18:00,4-24-2016
82429,19:19,7-3-2016
99734,20:37,1-21-2016
37529,22:00,5-24-2016
46622,21:37,5-12-2016
34831,16:49,8-5-2016
68060,14:05,8-25-2016
89535,21:59,5-14-2016
45642,22:45,5-18-2016
73191,21:04,12-26-2016
97026,19:59,3-27-2016
29174,23:32,6-9-2016
50850,20:21,11-26-2016
31913,23:27,11-7-2016
80505,14:35,10-1-2016
31048,14:32,11-20-2016
16687,14:00,11-16-2016
16817,21:52,5-13-2016
92309,15:00,8-18-2016
53309,15:55,7-23-2016
88644,22:54,9-21-2016
70359,16:32,8-27-2016
67794,14:05,7-10-2016
39223,16:49,8-6-2016
45653,19:45,3-5-2016
18315,23:56,12-2-2016
39799,18:48,7-3-2016
46012,20:14,3-15-2016
27620,15:59,7-12-2016
16002,17:17,8-25-2016
41991,14:16,1-26-2016
12978,22:21,3-27-2016
79959,19:39,6-5-2016
68311,19:27,6-4-2016
25122,22:30,2-16-2016
46819,14:37,12-6-2016
60365,21:30,6-28-2016
97217,23:48,5-17-2016
20040,18:41,2-19-2016
79121,15:33,6-14-2016
64862,16:19,10-3-2016
24418,17:52,7-10-2016
41531,18:16,1-25-2016
75105,21:24,7-17-2016
92705,20:52,2-1-2016
30614,23:38,12-21-2016
45858,21:20,3-10-2016
20789,21:00,12-28-2016
86895,20:52,6-19-2016
55346,15:17,1-16-2016
60343,20:43,6-28-2016
13632,15:12,8-26-2016
14186,20:34,11-25-2016
87776,20:45,1-2-2016
29484,20:42,11-25-2016
14507,16:09,11-9-2016
37055,20:56,4-8-2016
95955,17:23,1-10-2016
39177,14:03,8-20-2016
84899,15:39,4-2-2016
47463,15:22,12-19-2016
79974,23:08,5-5-2016
30594,22:22,6-18-2016
80811,16:46,9-3-2016
61210,22:28,3-4-2016
75801,15:19,6-7-2016
44500,19:34,1-10-2016
66871,19:43,9-2-2016
99885,20:49,11-19-2016
26332,23:46,7-22-2016
54448,18:30,10-23-2016
36088,19:58,5-14-2016
75553,21:53,12-13-2016
72426,21:41,8-23-2016
70047,18:23,7-6-2016
12356,14:34,9-22-2016
17704,15:32,9-2-2016
10885,15:50,9-6-2016
63139,15:02,4-28-2016
73400,19:17,9-7-2016
34730,18:10,8-23-2016
74144,21:23,12-25-2016
10407,20:45,9-6-2016
72455,19:37,12-25-2016
53095,18:24,1-27-2016
78152,17:17,5-2-2016
70414,17:25,9-7-2016
91171,16:53,5-14-2016
78235,14:45,7-15-2016
15681,19:05,11-13-2016
62970,20:17,7-6-2016
84284,17:06,2-22-2016
54909,23:17,6-3-2016
96841,17:51,6-9-2016
48799,14:13,10-20-2016
67598,23:10,10-11-2016
42068,17:57,3-2-2016
70738,21:04,5-12-2016
83800,21:43,10-27-2016
68380,20:15,2-7-2016
17271,14:49,9-25-2016
73316,18:59,2-19-2016
29906,20:42,3-24-2016
66481,18:31,9-24-2016
93374,20:58,5-16-2016
69118,21:42,6-8-2016
34787,18:21,1-20-2016
89047,22:59,5-2-2016
82637,14:15,5-17-2016
28230,14:14,6-24-2016
15883,20:02,12-6-2016
98376,15:27,3-7-2016
61971,21:09,11-20-2016
28067,18:00,12-2-2016
29241,21:41,12-4-2016
76370,17:31,10-17-2016
17620,20:39,9-16-2016
84359,18:36,10-22-2016
36908,18:27,3-27-2016
10854,20:15,7-24-2016
27640,17:16,1-16-2016
27212,15:01,7-5-2016
15003,20:05,3-12-2016
48316,19:32,3-22-2016
76746,21:15,1-10-2016
10389,18:14,10-22-2016
51229,23:16,8-20-2016
66822,15:32,9-6-2016
66241,21:58,3-18-2016
52761,19:11,1-17-2016
48404,23:43,2-20-2016
21833,15:21,2-15-2016
93026,16:06,4-18-2016
43159,19:42,4-1-2016
48380,19:42,10-8-2016
54885,19:13,11-20-2016
51309,20:53,12-5-2016
32237,17:26,2-15-2016
20335,16:51,3-11-2016
48185,22:59,1-11-2016
95709,14:27,2-20-2016
25029,14:27,5-20-2016
50743,17:47,1-12-2016
68668,21:26,2-15-2016
12855,23:58,12-16-2016
12461,16:54,5-24-2016
30830,14:54,5-14-2016
22394,15:13,4-8-2016
80932,15:27,4-8-2016
83995,16:41,10-16-2016
43024,22:13,9-2-2016
50315,17:43,7-10-2016
77511,22:25,2-28-2016
99108,23:05,12-28-2016
47715,16:05,10-3-2016
36965,15:14,10-10-2016
60506,19:38,10-18-2016
60532,18:33,9-28-2016
73919,23:28,8-27-2016
14812,23:54,8-6-2016
85049,20:57,12-27-2016
15464,20:36,4-8-2016
74771,20:55,3-13-2016
48251,21:31,2-20-2016
25705,18:41,11-14-2016
38351,21:12,2-11-2016
70115,20:41,8-17-2016
12561,19:13,4-16-2016
83648,23:29,10-6-2016
87094,20:23,5-10-2016
42525,18:09,2-20-2016
72723,18:25,1-22-2016
39563,19:39,8-17-2016
48742,18:36,6-12-2016
44701,15:47,4-25-2016
55438,17:13,6-3-2016
62752,15:25,2-15-2016
59144,17:48,2-11-2016
89011,19:52,5-27-2016
10774,20:21,8-19-2016
35978,15:28,7-4-2016
79545,15:39,10-28-2016
41445,22:58,11-5-2016
94480,22:12,1-2-2016
78060,15:56,5-4-2016
29973,15:35,9-16-2016
67017,19:08,4-21-2016
88576,19:37,12-7-2016
50445,21:13,12-19-2016
43213,23:31,10-27-2016
93391,17:59,9-2-2016
77055,17:44,3-3-2016
80095,17:39,3-8-2016
11225,23:58,7-28-2016
81777,16:50,3-26-2016
55067,21:18,5-20-2016
32607,17:40,9-17-2016
92553,18:55,12-8-2016
30065,18:17,6-9-2016
55369,23:50,11-4-2016
61143,21:14,9-1-2016
67108,18:15,6-13-2016
43372,19:07,5-6-2016
75465,14:54,10-11-2016
64878,20:32,10-6-2016
10460,19:52,12-10-2016
61787,14:55,6-16-2016
38651,15:17,7-28-2016
76204,19:39,7-23-2016
54586,17:32,6-25-2016
61549,18:32,5-27-2016
92180,21:29,11-18-2016
55593,20:16,3-28-2016
25693,16:29,2-3-2016
92294,18:18,12-20-2016
10194,22:33,7-22-2016
45962,21:59,9-3-2016
60652,22:13,8-20-2016
58709,23:52,6-24-2016
10328,22:12,8-15-2016
54281,22:31,11-10-2016
61452,22:23,4-24-2016
23991,21:06,12-28-2016
37640,15:26,1-17-2016
64288,22:00,1-12-2016
82112,15:01,2-8-2016
49045,18:50,7-27-2016
98153,20:01,3-13-2016
22802,19:43,5-24-2016
72797,21:03,8-28-2016
38947,20:21,4-17-2016
14644,20:50,9-9-2016
18373,21:14,11-14-2016
85905,20:30,1-27-2016
22657,14:40,6-10-2016
35980,18:39,9-25-2016
63334,14:25,4-2-2016
68263,22:03,5-28-2016
23061,20:34,7-28-2016
35026,17:03,3-24-2016
40973,16:29,6-18-2016
55866,21:13,5-8-2016
30974,22:17,2-7-2016
86234,16:01,3-19-2016
16480,20:51,9-16-2016
43524,22:10,9-26-2016
62122,14:29,7-14-2016
27561,20:34,2-20-2016
91333,15:41,5-24-2016
85423,21:15,8-15-2016
86682,16:58,2-25-2016
53583,22:29,4-7-2016
91964,20:49,7-6-2016
18666,19:06,2-2-2016
51558,14:19,8-15-2016
78391,20:44,2-13-2016
49503,19:46,8-11-2016
52576,19:16,7-20-2016
64209,16:59,3-22-2016
39784,23:13,9-13-2016
74322,17:27,6-8-2016
51122,18:39,9-18-2016
53136,14:38,2-15-2016
75212,21:21,1-24-2016
93892,17:09,2-15-2016
35523,15:52,6-13-2016
91251,16:20,7-1-2016
76017,15:51,7-16-2016
53706,17:49,4-6-2016
26409,15:28,2-15-2016
65089,21:43,10-4-2016
88286,21:24,1-17-2016
14930,20:18,5-13-2016
48970,17:43,4-5-2016
75598,18:20,1-5-2016
44454,22:05,1-6-2016
55217,16:54,5-18-2016
16711,15:14,12-4-2016
58395,20:12,1-7-2016
82810,20:09,7-28-2016
33035,22:53,8-1-2016
70391,22:29,12-18-2016
71641,21:25,10-5-2016
65874,23:42,9-28-2016
44499,19:02,5-15-2016
11391,14:39,10-26-2016
57653,22:34,9-21-2016
31209,19:56,6-20-2016
40076,16:16,11-8-2016
25538,20:33,5-4-2016
43227,14:39,3-23-2016
92808,16:38,11-15-2016
35981,22:05,7-7-2016
30907,20:27,1-19-2016
66412,14:54,6-8-2016
45544,16:45,7-15-2016
24372,18:14,3-10-2016
90394,20:16,5-20-2016
61883,18:58,9-14-2016
98697,19:17,3-8-2016
44229,18:09,9-26-2016
98249,18:27,11-15-2016
45693,15:40,10-18-2016
19453,16:04,2-7-2016
52357,22:04,5-27-2016
44281,17:20,7-28-2016
47613,14:05,7-19-2016
68689,14:34,4-2-2016
33765,17:30,9-20-2016
65692,18:33,3-28-2016
39226,23:06,3-2-2016
19956,19:19,3-25-2016
56750,20:06,7-24-2016
37541,16:27,2-5-2016
89275,16:24,12-10-2016
66740,15:42,2-14-2016
34403,18:36,7-24-2016
57887,15:10,8-26-2016
70535,19:57,11-16-2016
84132,16:04,8-16-2016
55959,15:52,7-21-2016
13057,17:05,11-4-2016
23784,21:02,9-6-2016
27215,21:15,7-4-2016
78839,22:20,1-10-2016
58051,21:38,10-9-2016
65550,20:11,4-24-2016
79690,20:38,6-15-2016
58330,21:41,7-24-2016
56122,18:21,3-17-2016
51659,15:42,3-21-2016
54939,23:28,6-2-2016
55862,20:34,10-27-2016
76877,23:57,8-5-2016
20224,17:40,1-9-2016
24380,23:01,6-7-2016
75132,18:10,12-20-2016
81065,15:09,11-4-2016
49783,16:46,12-8-2016
75732,16:19,8-8-2016
26717,22:06,6-11-2016
99619,14:02,5-24-2016
43979,14:14,3-24-2016
63393,16:32,6-14-2016
13862,21:55,4-13-2016
69591,18:21,5-9-2016
61331,14:13,7-13-2016
94347,20:24,4-14-2016
29434,19:43,5-4-2016
71541,23:32,12-19-2016
32879,16:00,12-14-2016
69331,17:35,5-7-2016
75943,16:02,5-4-2016
61736,19:25,3-16-2016
20751,21:12,1-17-2016
16766,18:45,9-6-2016
47947,17:18,2-20-2016
55876,16:32,4-14-2016
87186,21:40,10-12-2016
74486,19:09,3-3-2016
17004,18:20,8-25-2016
67164,16:54,4-21-2016
52038,15:22,2-25-2016
19928,18:53,9-6-2016
63267,19:20,3-28-2016
39000,19:34,6-7-2016
20407,20:04,6-6-2016
58018,14:06,7-3-2016
17636,14:53,5-1-2016
47048,18:41,4-8-2016
85463,23:43,2-7-2016
55863,14:54,9-10-2016
98107,16:30,10-23-2016
33866,22:45,8-24-2016
65722,17:44,8-19-2016
57641,22:03,3-14-2016
77860,18:13,3-27-2016
13268,20:14,10-9-2016
71041,14:38,12-24-2016
37199,19:05,12-14-2016
35838,17:34,10-3-2016
88441,23:45,10-14-2016
12335,22:24,12-28-2016
36302,14:56,2-22-2016
43756,20:49,9-12-2016
92308,22:47,5-16-2016
86720,21:40,5-6-2016
86144,20:45,3-22-2016
13145,18:01,5-12-2016
18060,23:52,3-17-2016
47116,18:46,9-24-2016
36458,18:20,11-26-2016
92179,21:35,4-12-2016
24294,21:22,9-10-2016
99118,19:03,12-3-2016
44862,19:31,9-7-2016
22008,15:29,8-10-2016
61968,20:59,4-5-2016
54960,19:47,2-7-2016
50590,22:48,5-21-2016
62363,18:26,7-1-2016
34315,16:10,4-3-2016
96601,21:01,5-20-2016
10703,18:00,1-20-2016
70433,16:47,5-25-2016
71553,18:36,5-26-2016
15058,18:17,12-14-2016
37075,17:00,2-21-2016
47731,16:10,7-20-2016
94077,18:59,7-2-2016
86683,20:18,3-16-2016
34991,22:48,12-22-2016
62277,22:03,5-27-2016
17493,17:56,7-6-2016
56866,16:50,5-17-2016
15526,20:15,5-23-2016
31491,16:51,3-13-2016
83005,18:29,3-13-2016
71914,23:49,5-5-2016
76361,17:51,4-23-2016
89732,14:51,9-21-2016
21164,22:41,2-18-2016
78660,16:54,12-6-2016
48729,18:13,6-28-2016
65579,23:29,12-4-2016
43438,21:43,3-5-2016
57322,20:11,11-13-2016
72889,14:41,6-14-2016
88650,20:38,7-14-2016
32653,14:20,11-3-2016
70578,18:28,7-10-2016
98805,23:26,11-22-2016
95097,15:55,4-11-2016
89162,22:31,5-8-2016
25661,14:51,4-23-2016
26199,21:02,3-13-2016
27684,19:22,6-2-2016
70931,16:51,8-3-2016
32077,20:02,6-22-2016
70367,14:52,10-20-2016
77017,15:35,9-25-2016
97843,17:57,9-26-2016
86827,14:14,1-11-2016
42564,16:32,2-23-2016
25616,18:49,4-7-2016
89266,21:57,6-10-2016
47301,19:18,5-2-2016
63404,18:35,1-12-2016
55159,17:19,5-3-2016
98526,21:16,9-23-2016
37682,20:52,2-13-2016
25530,20:32,9-19-2016
48510,15:20,9-11-2016
46110,16:47,11-1-2016
59748,15:27,2-19-2016
26147,17:24,5-12-2016
56647,23:08,11-1-2016
61323,18:22,8-17-2016
19376,20:25,11-11-2016
20347,23:12,4-9-2016
51223,15:29,5-24-2016
89546,17:33,1-25-2016
76371,19:40,2-15-2016
26627,22:38,10-12-2016
22377,18:52,4-22-2016
79094,18:37,10-28-2016
85754,22:16,2-12-2016
71363,18:27,6-22-2016
23337,14:36,4-19-2016
89077,21:34,3-18-2016
49079,21:49,8-28-2016
37648,16:20,8-14-2016
71018,17:10,1-6-2016
96200,22:40,3-14-2016
94602,21:56,10-17-2016
75168,15:52,2-13-2016
12661,17:49,5-1-2016
49842,22:05,3-5-2016
66125,14:20,6-4-2016
68755,15:53,10-5-2016
54425,17:12,4-11-2016
24309,23:36,10-20-2016
25737,20:27,12-21-2016
38234,15:01,11-26-2016
50223,23:59,5-2-2016
95852,22:47,2-1-2016
94371,22:12,9-19-2016
23785,15:53,4-3-2016
29660,14:05,10-2-2016
46981,14:19,3-16-2016
36503,16:32,11-20-2016
89020,21:52,10-11-2016
95999,15:39,4-9-2016
94892,15:37,9-20-2016
12334,23:51,11-7-2016
52255,19:26,9-10-2016
23199,21:29,7-28-2016
92888,19:26,10-17-2016
72639,21:21,3-28-2016
42007,17:34,7-19-2016
94971,17:31,10-23-2016
84904,19:15,7-16-2016
14722,18:58,6-28-2016
37223,17:56,5-12-2016
93101,22:06,9-28-2016
60980,16:59,2-23-2016
43953,23:15,9-6-2016
89273,15:33,8-17-2016
29153,19:53,7-13-2016
91952,14:32,10-13-2016
42800,22:09,6-4-2016
72097,21:23,12-13-2016
12870,20:14,4-7-2016
73044,20:05,1-27-2016
53932,18:27,9-28-2016
53143,20:48,9-6-2016
31107,23:16,2-20-2016
54390,21:09,6-2-2016
79916,15:51,10-26-2016
74529,14:25,5-2-2016
64114,18:15,2-2-2016
41107,14:09,10-15-2016
82739,18:57,6-19-2016
97784,15:22,6-5-2016
76396,22:00,4-13-2016
49429,21:31,10-12-2016
41579,19:08,8-21-2016
14590,21:21,4-26-2016
17849,17:55,1-27-2016
32306,15:50,4-6-2016
16584,21:38,10-17-2016
20650,14:56,1-27-2016
33697,17:54,2-7-2016
99554,23:55,11-17-2016
62876,20:28,6-18-2016
10047,19:49,8-4-2016
48927,14:41,2-12-2016
12044,17:16,3-28-2016
16942,20:40,2-5-2016
96894,20:04,5-22-2016
68370,23:04,2-13-2016
77105,20:47,12-15-2016
99441,16:10,1-8-2016
84209,16:08,6-17-2016
20705,17:44,3-18-2016
88145,16:18,6-13-2016
72592,21:45,9-9-2016
85818,17:06,3-6-2016
42026,14:13,1-13-2016
60135,20:42,5-11-2016
27230,20:55,4-26-2016
90623,22:01,9-19-2016
14503,17:02,3-3-2016
47938,18:47,3-21-2016
58088,17:07,11-11-2016
48610,23:04,3-17-2016
98025,16:37,4-1-2016
38494,15:50,6-24-2016
44916,15:12,11-27-2016
85114,20:52,7-26-2016
72666,15:53,12-17-2016
41254,20:40,3-2-2016
10718,23:15,12-15-2016
94393,17:45,9-28-2016
37720,18:39,2-5-2016
35916,19:48,2-1-2016
14520,20:33,7-16-2016
45834,15:55,11-2-2016
25471,22:46,11-14-2016
57652,22:42,1-24-2016
96808,22:17,3-8-2016
61926,19:26,7-17-2016
41737,15:12,2-4-2016
96348,14:16,10-18-2016
26209,19:49,12-1-2016
95812,14:02,7-22-2016
31404,17:24,12-9-2016
44806,23:07,1-14-2016
73851,18:47,6-15-2016
70882,19:52,4-26-2016
39741,16:01,11-12-2016
41050,18:39,1-13-2016
85074,23:57,8-17-2016
23629,19:45,10-13-2016
98551,14:29,9-8-2016
97656,22:59,7-13-2016
47708,15:07,1-20-2016
20360,23:05,6-2-2016
23214,17:45,1-13-2016
68109,21:04,7-10-2016
88864,16:07,5-9-2016
97168,17:03,12-23-2016
75861,19:38,9-1-2016
15723,23:08,6-23-2016
38788,22:20,2-18-2016
50919,18:29,3-8-2016
83375,23:43,6-8-2016
97227,23:04,4-14-2016
41156,23:00,12-7-2016
90128,18:06,4-22-2016
51374,21:29,2-18-2016
85796,18:27,10-7-2016
11320,17:16,4-2-2016
35392,14:32,10-1-2016
57739,18:04,2-11-2016
20654,15:25,8-3-2016
90683,14:01,3-2-2016
62736,16:47,11-19-2016
17129,18:22,1-19-2016
44109,14:46,9-7-2016
85239,22:05,9-15-2016
97467,19:18,5-14-2016
34643,21:42,9-16-2016
23727,17:29,8-20-2016
76972,14:23,9-21-2016
84257,15:23,10-13-2016
34186,14:06,8-7-2016
87806,19:29,3-22-2016
69395,22:37,2-6-2016
45781,21:38,12-13-2016
26414,17:39,9-1-2016
26738,15:36,11-22-2016
14624,16:16,1-4-2016
55430,18:09,3-22-2016
50692,16:53,4-3-2016
59044,14:26,7-14-2016
